login_hour,after_hours_flag,session_duration_mins,usb_events_count,files_accessed_count,email_count,unique_domains_visited,email_ext_recipient_count
7,0,527.9936785174816,1,2,1,12,0
9,0,465.75587818005334,0,0,3,15,2
8,0,600.9237738244137,6,6,10,26,0
8,0,620.1375794143742,2,0,11,9,9
8,0,617.0006036962777,2,0,1,11,1
10,0,380.4386162209351,0,4,9,34,3
8,0,565.0937698212347,1,2,1,10,0
8,0,540.780947866454,1,1,15,56,17
7,0,561.0847410072928,3,0,16,63,15
8,0,528.4702953464935,1,4,15,57,17
4,0,170.55599853994985,3,1,11,44,7
12,0,180.59943999156877,2,3,15,54,19
7,0,615.4183964490877,6,8,9,37,9
19,0,174.00022152876744,4,8,11,37,12
7,0,555.0,7,3,1,7,0
8,0,487.2616061307581,1,0,3,21,0
9,0,458.15892940689054,4,1,0,8,0
6,1,847.3079387795264,1,0,14,40,11
8,0,704.4828535272062,2,5,10,27,6
7,0,1096.5879104638557,1,0,14,41,3
7,0,550.1303334040892,2,4,10,36,4
13,0,138.97262688347394,2,0,15,40,18
7,0,529.0,0,0,1,9,0
7,0,586.8156934069036,4,4,10,31,19
9,0,537.1996112312928,2,0,9,20,1
9,0,552.3468270557285,7,6,1,6,0
7,0,554.8006075694104,0,0,1,14,1
7,0,478.94355121587165,0,0,14,51,14
7,0,556.3181103717411,0,0,7,23,10
7,0,615.0744034708355,0,4,9,46,12
12,0,381.10699077267014,0,0,9,45,0
8,0,534.0,2,1,1,8,0
12,0,331.78399010753714,1,3,9,39,2
16,0,161.6211666530662,0,1,14,27,7
7,0,727.8619361985282,1,1,12,25,16
8,0,553.0,3,0,12,45,12
7,0,547.2635407451342,2,1,1,8,3
7,0,561.3187597197876,3,3,10,28,10
7,0,608.4515894851068,3,1,9,27,5
8,0,538.0,1,3,9,21,0
11,0,368.78024203092957,3,0,9,30,0
7,0,552.8476233959797,2,0,1,6,0
9,0,539.1913921291255,2,0,1,7,1
13,0,488.23047194812557,0,0,4,34,1
11,0,387.3007343327681,0,0,9,39,3
7,0,673.7894792847451,1,2,11,44,3
8,0,584.2284773590046,2,0,11,42,12
9,0,468.95965277944646,2,1,3,15,2
9,0,470.48367628658866,2,0,3,14,2
8,0,489.0,2,1,3,16,1
8,0,542.2741651171063,2,0,17,59,7
7,0,549.186445799561,2,0,3,13,3
9,0,538.396272828873,1,1,9,44,8
7,0,484.70083394237645,0,0,11,41,11
8,0,479.35541771385397,3,5,3,20,2
8,0,485.0,6,4,3,18,2
8,0,489.91704485912953,0,1,3,20,5
7,0,668.7737194367368,0,0,4,49,3
7,0,526.0234083832526,2,1,1,14,0
7,0,561.4007867698394,2,0,13,49,14
8,0,699.5516596028945,1,0,9,35,12
7,0,475.0,0,0,14,36,2
8,0,581.4835768394623,2,2,9,39,7
2,0,571.1480263937187,1,0,0,21,0
9,0,534.6910344194182,2,0,9,21,0
9,0,536.0,2,1,3,12,2
8,0,739.9160916712001,3,0,9,37,6
7,0,619.5534627729713,1,4,9,39,2
7,0,616.7011456482971,1,2,9,41,13
9,0,539.6362499904063,5,5,9,31,2
7,0,553.4591607634178,1,0,1,7,0
7,0,532.9154663752013,7,3,1,6,1
7,0,673.4898524578646,1,1,11,43,4
8,0,465.8447520400766,3,1,3,22,0
13,0,375.67610653004726,0,1,5,9,5
7,0,686.1183966768582,2,4,9,29,0
11,0,276.1862380451386,2,3,2,9,1
11,0,285.7687841950855,2,1,11,31,10
7,0,601.2120448695067,5,5,1,9,0
10,0,290.94534132995466,3,4,15,44,14
8,0,479.76658538130425,2,4,4,24,5
14,0,401.61526648598874,6,4,9,30,1
5,0,535.7907493455692,4,9,12,45,7
11,0,277.0111833627263,1,3,7,24,2
5,0,491.5678105113995,1,2,15,51,14
7,0,620.4589848379298,1,1,9,40,1
7,0,534.877957469243,2,4,11,39,1
7,0,535.6297629090385,1,0,1,9,1
12,0,273.64988214347954,0,1,1,7,0
7,0,672.9944996986857,1,0,11,41,5
7,1,737.9332169536092,1,0,13,22,14
7,0,536.3339234089459,2,0,1,15,0
7,0,592.1841418325836,0,0,9,39,3
8,0,611.2656687591964,3,4,11,28,9
10,0,444.1414055112735,3,4,10,28,10
8,0,593.8826676931109,1,2,1,10,1
8,0,688.7457805357348,1,1,9,41,3
7,0,601.2055524150903,1,2,9,42,2
12,0,295.3031808232816,0,0,1,6,0
7,0,530.0,4,3,1,10,0
7,0,528.0283384245874,0,1,1,11,0
8,0,470.71393653566605,1,1,3,19,3
7,0,591.0321009094175,3,0,9,41,1
10,0,440.6307052552344,4,5,10,39,8
8,0,599.7256629555217,0,0,8,33,8
8,0,543.9726245871839,1,4,15,69,8
7,0,664.006133236038,1,0,9,39,3
11,0,319.64077130155334,1,1,12,46,14
8,0,475.8269802375595,0,0,3,20,2
8,0,722.3824871027206,2,2,9,32,10
11,0,128.74760491746997,2,0,12,36,8
8,0,657.0,3,4,9,36,5
8,0,730.8911718030698,1,3,9,36,9
7,0,566.570593800375,2,0,12,33,13
1,1,637.2253783673573,1,0,8,30,1
8,0,478.0,1,2,3,20,2
8,0,613.7136544958751,5,3,11,42,1
7,0,545.8614594457972,2,1,0,10,0
18,0,496.1695140205252,10,22,12,35,3
7,0,555.8505592566878,2,2,1,8,0
8,0,662.9776287085251,0,0,8,26,1
7,0,451.4054840169751,4,2,9,34,1
7,0,558.0433868081285,5,5,1,8,0
6,0,711.3387655680307,0,1,10,38,10
7,0,529.3903021671326,0,0,1,4,0
8,0,538.0,5,9,16,43,20
8,0,545.8705553942932,2,0,1,9,0
8,0,593.0,1,0,9,39,7
8,0,700.9957729644605,2,3,9,35,11
7,0,550.4861717128106,2,4,10,37,4
8,0,658.292922083117,0,0,9,41,6
7,0,597.5634575359759,2,0,8,32,1
10,0,443.62985966601923,3,4,10,31,10
13,0,144.46802186655893,3,2,15,46,13
2,1,1033.2830280327946,1,0,4,20,0
8,0,550.2586812523843,2,2,15,53,21
8,0,539.0,3,0,15,48,4
9,0,533.7074593352883,2,5,0,12,0
3,1,1128.8659728855885,1,0,6,31,8
7,0,550.24864965733,0,0,1,11,0
8,0,561.0,2,0,16,63,14
8,0,540.9017373828046,2,0,3,12,2
9,0,538.4750296193806,2,1,1,8,1
12,0,186.04057892550736,1,1,15,48,11
4,0,717.4285086943024,5,14,10,27,2
7,0,553.6312022480671,2,2,1,7,0
8,0,543.6846366510446,3,2,15,52,11
20,1,167.39779089565823,5,7,11,39,12
9,0,538.0,4,5,1,8,0
8,0,495.0018367657095,2,1,2,22,0
7,0,546.2364606378944,7,8,1,13,3
7,0,480.19365940664045,0,0,14,29,9
8,0,539.0,3,2,15,54,16
11,0,242.28946260904868,3,0,15,43,15
8,0,539.8025547708478,3,2,8,36,4
10,0,311.1282976229026,0,0,14,51,14
8,0,555.1313584398353,2,2,1,8,0
8,0,593.6878047274387,0,0,9,32,11
8,0,659.0539702277676,0,0,9,42,6
7,0,546.7525199180916,2,1,1,8,2
10,0,398.4533154750084,0,0,9,39,11
7,0,543.2711264417868,2,4,0,14,0
11,0,330.3280858160721,1,1,1,10,0
7,0,556.0,2,1,1,8,0
8,0,489.0,2,0,2,12,0
8,0,659.616896175153,0,0,3,11,4
8,0,588.0915960573444,1,3,9,40,3
8,0,582.7581615216412,1,3,9,40,6
8,0,495.4968903717963,3,0,2,23,2
7,0,543.4981558184346,1,1,9,46,3
7,0,567.7498045233426,1,3,14,54,15
8,0,627.0,4,5,11,14,1
8,0,555.6970320076591,2,5,9,33,3
12,0,500.57679819933844,1,2,9,32,8
11,0,279.70659070368964,1,2,12,53,18
11,0,538.2477647342857,3,4,11,29,9
9,0,533.3575575903716,1,1,1,7,0
8,0,472.1686210673896,1,2,3,22,0
8,0,561.0,1,0,15,63,14
11,0,430.5503661183463,5,9,11,39,14
8,0,470.75732407344407,1,0,3,20,3
12,0,190.67277359564397,3,0,5,9,2
9,0,540.9399014703461,5,3,9,33,4
7,0,477.4661173296159,0,0,15,35,21
8,0,746.6291063581314,2,0,9,43,9
10,0,379.72798607588595,1,5,9,34,3
7,0,537.376458056044,3,2,10,39,9
9,0,535.0,1,3,1,11,1
8,0,536.6055440946423,0,0,15,47,2
7,0,534.3849879445279,1,5,1,14,1
8,0,654.7385556304232,2,3,9,29,3
12,0,229.64916189445913,3,4,1,9,2
8,0,593.0,2,0,1,10,1
13,0,136.6577115683334,3,0,14,45,10
8,0,479.47097062257427,1,3,3,14,0
10,0,552.3213616384159,0,0,2,48,0
7,0,680.544964637367,2,4,9,31,0
7,0,603.3578027009034,2,0,9,37,4
8,0,434.7483424799953,1,2,1,14,0
8,0,537.3315092583165,3,4,1,14,1
15,0,582.892396776672,5,4,10,32,1
7,0,599.4042361503149,4,2,1,11,0
12,0,279.07533544832836,0,2,9,29,2
17,0,234.07931075685926,2,5,8,32,3
10,0,349.01290106018774,2,3,12,46,3
6,0,8.81918186913194,1,0,0,3,0
5,0,472.75468271102017,0,0,12,30,4
7,0,554.8856627663123,1,0,1,10,1
8,0,656.0963234915182,2,0,9,46,13
8,0,539.7393812385283,1,1,15,54,16
9,0,470.5755924532533,2,1,3,13,1
8,0,593.0,2,0,2,10,2
11,0,401.7192634805216,4,4,10,38,10
12,0,396.3519515277476,3,3,10,47,6
7,0,545.7781274176984,2,2,0,13,0
8,0,547.632125583651,2,3,12,43,17
8,0,532.5275833286934,3,6,15,60,16
12,0,363.79763496558235,1,0,9,41,12
8,0,659.0505817148139,2,1,9,46,8
7,0,598.2414555492775,2,3,1,11,1
8,0,538.5044637318036,3,1,15,52,14
8,0,588.6320109580793,1,2,9,39,4
7,0,551.2284229739232,2,2,11,44,10
12,0,501.5051312974647,1,2,9,31,7
7,0,536.3592639430689,2,0,1,15,0
8,0,603.3843572828308,1,1,2,10,1
7,0,551.0185114724295,0,0,10,47,4
7,0,551.4105009450979,1,0,9,43,3
9,0,533.9572743152225,2,2,9,28,3
8,0,655.2317760493067,2,0,11,44,10
7,0,534.4056718947318,6,3,1,6,0
7,0,537.1984367152455,2,4,1,11,1
9,0,535.0,2,3,0,10,0
11,0,237.28294278578772,3,1,15,41,13
6,0,428.92065629584243,1,0,1,10,0
8,0,566.1083557364979,2,1,15,51,15
8,0,480.7132138644191,5,6,3,19,2
8,0,733.1419498478089,2,2,10,38,9
8,0,470.0,1,2,3,17,3
7,0,534.5539736278179,4,4,10,39,1
9,0,537.5626488143228,1,0,10,43,3
8,0,565.3252052476209,1,0,1,10,0
8,0,656.9020926457216,5,4,11,29,4
7,0,526.9794901261679,5,11,1,8,0
8,0,698.0203652050106,1,0,9,36,13
8,0,497.9358074878282,3,0,4,22,1
14,0,244.27410361442125,3,1,9,41,5
8,0,562.0660381908668,1,0,13,27,17
8,0,539.2178340781743,1,2,9,32,2
7,0,621.0,2,3,12,32,15
7,1,680.6909549910852,2,3,11,40,7
7,0,560.5371470583372,2,0,1,9,0
11,0,278.6069469245182,2,1,13,42,15
9,0,533.3051086683201,2,0,1,6,0
8,0,608.133975883782,1,1,11,31,2
7,0,565.4811468231927,2,0,1,8,1
11,0,298.25702073478203,2,2,1,8,2
8,0,600.4976296706631,2,1,10,37,11
9,0,470.7395116391224,1,0,3,20,3
7,0,555.9182809355023,2,1,1,7,0
7,0,534.5630140265679,1,1,4,13,3
8,0,656.8505116440566,1,3,9,35,7
11,0,449.34658360257356,4,4,9,30,1
8,0,594.2261881187517,1,4,1,9,0
5,0,536.493293101023,5,9,13,47,8
8,0,536.2382886591248,1,4,15,61,16
9,0,461.2918970808446,0,0,5,24,2
7,0,398.5670756609273,0,0,9,38,9
8,0,473.8385976606564,7,5,3,14,1
7,0,539.4265410566954,1,1,1,10,0
8,0,615.4536808891293,1,3,13,31,2
8,0,536.887393403463,3,4,10,35,6
7,0,548.0,6,5,1,9,1
7,0,549.0492539998935,1,3,9,26,2
12,1,223.39581318085516,7,20,11,41,7
12,0,187.20960439884072,5,4,14,51,13
4,0,1022.8539046926712,1,0,6,19,1
8,0,746.2328880804087,2,0,9,39,5
13,0,144.13512009150384,3,3,14,49,13
3,1,767.834863597697,5,15,14,50,9
11,0,360.3361138038695,6,6,9,35,0
5,0,424.4917677143329,5,11,11,41,11
9,0,554.3337223249946,2,4,7,33,3
8,0,593.0,2,0,1,10,1
7,0,550.7434806811613,1,0,9,42,6
10,0,361.51896989082815,3,2,11,48,5
8,0,536.0368940575091,1,0,1,16,0
9,0,539.0,0,0,1,11,0
14,0,396.4801125246417,2,1,9,38,4
7,0,736.7953183671815,4,12,9,40,10
7,0,483.46161091181074,4,5,15,50,11
9,0,470.6885502165754,2,0,3,13,1
8,0,607.7611336030676,2,1,12,31,3
7,0,549.0,1,0,1,8,0
7,0,600.1446180147746,3,2,1,11,0
7,0,533.0,2,0,1,13,0
11,0,286.9491490482082,6,4,1,8,0
7,0,231.9688603692159,2,3,13,41,13
7,0,538.0,2,4,1,12,0
7,0,555.0142331629987,7,4,1,7,0
7,1,1001.3764841256217,1,0,7,14,0
7,0,528.7917964385097,3,4,1,14,1
0,1,222.46120605845513,6,13,11,35,6
7,0,524.823393331742,6,5,1,8,3
7,0,533.3880317484337,1,0,1,8,1
8,0,533.0586663073019,2,5,1,12,0
7,0,536.8108876404099,3,1,13,10,16
7,0,536.8547357480244,7,7,10,41,15
11,0,297.70029105538134,1,1,1,7,1
13,0,133.02352592421934,2,3,15,48,19
7,0,741.2993885307234,1,4,7,8,4
7,0,613.859182783169,1,1,10,41,10
9,0,538.1893642786109,0,0,1,12,0
8,0,483.61091056535724,5,5,3,19,2
7,0,538.0384800019157,2,2,1,14,3
9,0,538.0582016577399,1,1,1,13,2
8,0,470.63940813794267,1,1,3,24,2
7,0,565.0661284876522,1,4,1,8,0
7,0,611.0551945740635,2,1,8,41,8
8,0,490.3188937084175,2,3,3,16,3
7,0,598.7078767323474,1,1,9,44,3
8,0,600.3792568876582,0,0,9,34,10
8,0,191.13466993405956,3,1,12,43,9
7,0,660.4009631212416,1,1,8,46,8
8,0,560.2893611549734,0,0,11,23,19
10,0,503.00835579775503,2,4,7,25,3
8,0,734.0,1,4,10,38,10
8,0,709.92361030733,3,2,12,43,0
4,0,653.8880673535147,1,1,11,31,3
8,0,745.0152534757534,1,0,9,41,8
8,0,550.0083295656722,1,5,1,13,0
8,0,560.965904215243,2,0,16,62,15
6,1,1009.3509578962874,1,0,6,15,0
7,0,556.6423781498268,0,0,1,12,0
8,0,734.7135223318578,4,6,10,35,11
7,0,660.2496333250957,1,1,8,19,8
7,0,556.3949882938643,7,3,1,8,0
7,0,1166.7866925452126,1,0,12,45,3
12,0,396.6481274395847,2,1,10,30,1
7,0,480.9108603966676,0,0,14,33,5
8,0,600.0,1,3,11,32,1
7,0,489.3505976475399,2,2,15,47,15
6,0,229.38675481846434,1,2,0,5,0
8,0,480.16881368193526,5,6,3,16,3
8,0,699.5785488828022,2,4,9,42,5
7,0,526.6872369543358,2,1,0,10,0
7,0,537.4601987191691,6,7,11,43,15
12,0,249.40501629827324,1,0,6,19,1
7,0,549.9272538693016,2,1,1,7,0
7,0,555.037625708882,2,1,1,6,0
8,0,537.1239977051097,2,2,1,15,2
7,0,565.0600069543445,3,0,1,7,1
8,0,698.2937739164904,2,4,9,31,7
7,0,622.9437753130069,2,3,11,26,2
2,1,422.0009028820061,6,13,10,42,9
7,0,629.0217208755466,1,3,8,9,1
7,0,613.6417380662486,2,3,9,16,12
8,0,541.473201253365,0,1,14,37,12
8,0,537.0284127554919,2,0,14,54,16
7,0,710.8152571593394,2,2,9,44,8
7,0,534.919515062561,1,3,11,38,2
7,0,536.4258878768036,3,4,9,35,8
8,0,559.9814487601346,0,0,11,22,19
7,0,709.0839413330211,1,0,10,49,11
7,0,554.533107805232,0,0,1,14,1
7,0,566.3326976585145,1,4,1,8,0
8,0,721.2331142303391,3,3,8,31,9
8,0,499.8414452865679,2,1,5,19,4
8,0,558.3884308249739,1,0,15,60,14
7,0,545.0,2,3,0,13,0
8,0,539.0,1,0,3,12,2
8,0,657.7022075815955,2,4,9,32,5
8,0,594.8487820513537,2,2,9,39,10
9,0,538.0,0,0,9,43,10
8,0,539.0,3,1,15,49,4
7,0,545.0,2,3,0,13,0
8,0,545.6200424328529,2,0,15,59,17
7,0,550.0,1,4,1,13,1
9,0,537.8343820385041,6,5,1,7,0
8,0,470.0,1,3,3,18,3
8,0,502.300627363195,5,5,3,17,1
7,0,551.0,1,0,1,14,2
8,0,545.8074499620217,8,3,1,6,0
8,0,565.9146317472537,1,0,10,29,10
13,0,447.5889576522654,4,3,9,29,2
8,0,476.8354078852536,0,1,3,20,3
12,0,501.3974515312029,1,0,9,37,3
8,0,593.0,2,0,9,40,7
8,0,594.982228963439,2,1,1,14,1
7,0,171.58939379882787,1,1,9,42,6
9,1,747.6482696690492,1,0,9,18,7
8,0,693.938138771966,2,4,9,26,2
8,0,578.3210630303311,2,0,9,36,8
7,0,616.6858638886159,1,4,9,46,13
12,0,705.4897426582156,2,3,10,26,6
7,0,552.1885093394986,7,3,10,39,9
8,0,596.2224652590065,0,0,10,21,5
8,0,481.20037084870165,1,0,3,17,2
8,0,601.3921063201116,2,0,9,35,12
7,0,556.6166582814112,6,3,1,8,0
7,0,669.5003549789874,1,3,7,48,4
8,0,475.8607681791932,1,2,3,16,0
8,0,497.3024819714192,1,2,2,18,0
5,0,567.9558147013469,2,0,0,16,0
8,0,472.33751110777564,3,6,3,11,1
7,0,556.4571290600956,2,1,1,9,1
8,0,593.0,0,0,9,39,5
9,0,537.0,1,5,9,32,8
7,0,598.6746940980711,3,2,1,12,0
8,0,536.932918325404,2,2,15,44,22
7,0,191.51559622733953,6,8,10,42,1
6,0,633.063590254049,1,0,1,13,0
8,0,481.76799103998263,5,5,3,20,2
13,0,339.65227517107377,3,4,7,44,7
9,0,538.6624579214795,1,0,9,39,18
7,0,600.0,2,1,10,38,8
7,0,546.7587955726647,2,2,0,14,0
8,0,491.8144497776393,2,5,3,15,5
7,0,548.5348769365003,5,5,1,7,0
7,0,555.8416707962573,5,4,1,7,0
13,0,151.19151604055645,0,0,16,46,4
7,0,553.8825881722927,2,1,1,6,1
4,0,479.961728638488,3,2,13,44,14
1,0,611.7611914056553,0,0,1,5,1
8,0,471.4521808729884,2,0,3,11,2
7,0,546.462376824716,7,7,1,12,2
8,0,490.6589506152158,2,0,3,18,1
8,0,656.0,2,0,10,48,9
8,0,724.4543855900105,2,2,9,41,1
7,0,624.337810610234,2,0,9,35,9
9,0,538.6837922237731,3,2,1,8,0
8,0,602.0,4,1,12,39,6
12,0,392.7044648955864,9,18,11,42,8
8,0,659.8302475915057,2,1,9,46,8
7,0,556.1581347823267,2,3,1,8,0
8,0,540.0990157140532,1,1,15,55,17
7,0,537.0218316506512,3,3,11,39,9
8,0,735.134937519718,5,6,10,35,12
8,0,552.6857127938061,7,7,1,5,0
8,0,734.4064617912805,3,5,9,36,10
8,0,478.0,1,0,3,21,0
7,0,567.0761034317413,2,0,0,13,0
6,1,1057.3903335468535,1,0,12,32,11
7,0,607.0,2,0,11,31,2
6,0,493.03361720092204,0,0,13,33,5
13,0,440.5580195267079,2,1,7,23,1
8,0,746.3165520823401,2,0,9,41,7
7,0,540.5969379374629,2,0,1,7,1
8,0,539.0,2,0,15,53,16
7,0,549.1802278649765,0,0,1,9,0
8,0,488.0,0,3,3,19,4
7,0,666.9008163054532,4,1,9,42,2
7,0,539.0463246237232,1,0,1,12,0
12,0,233.54835346540722,1,5,1,9,0
13,0,163.27968029711235,4,2,15,28,13
7,0,554.0,2,1,1,6,1
8,0,714.4036260889345,4,3,9,29,2
8,0,560.0,5,4,9,35,2
8,0,721.1004980311038,1,1,8,37,2
8,0,725.6386075665209,1,1,9,35,9
8,0,656.0744220934806,2,0,11,50,4
8,0,488.09995929071187,0,0,3,18,3
8,0,539.0,1,0,10,42,2
8,0,594.2896653090431,1,4,1,9,0
10,0,537.6705630876022,3,5,11,33,7
7,0,555.3786516324486,1,4,1,9,1
12,0,242.25389452403752,3,0,9,42,8
8,0,499.3196742796065,1,1,12,45,10
8,0,548.0,6,4,1,7,0
7,0,611.9686259933442,2,1,8,41,8
8,0,467.2006710717795,2,1,3,15,1
7,0,549.6736469970136,0,0,1,8,0
9,0,532.9732167909867,2,2,9,37,1
8,0,534.1142025959382,0,0,15,52,4
8,0,541.1088025649393,1,2,9,32,2
12,0,174.8005114891911,2,3,15,49,15
7,0,537.718164626678,1,5,1,14,0
7,0,565.4338995138355,1,3,1,9,0
8,0,607.0,2,0,13,33,3
8,0,584.7625182553226,2,0,9,25,7
12,0,278.5517560893775,4,3,1,7,0
3,0,583.4908478832709,1,0,13,20,25
7,0,563.0928528136673,2,0,12,42,1
8,0,471.61949495756545,2,0,3,11,0
7,0,477.74494705441197,0,0,15,37,21
7,0,739.0369443934169,2,1,12,22,6
7,0,534.3830663665611,4,4,10,38,1
8,0,538.2538519622789,0,0,14,40,5
12,0,231.62062609030903,1,5,1,13,0
7,0,419.4699776497898,0,0,9,32,5
7,0,548.0,6,5,1,9,2
8,0,586.7013936319867,1,0,10,28,6
7,0,542.0,1,3,1,12,1
9,0,538.0,6,5,1,7,0
8,0,555.3926765691092,3,4,10,31,3
11,0,268.1670269931334,1,3,2,11,1
8,0,581.4731120633847,2,1,10,19,12
7,0,600.0,2,0,9,36,6
11,0,328.59873777400486,7,3,11,40,0
7,0,535.5836876952802,1,3,1,10,3
8,0,541.1806681928035,2,1,15,57,17
9,0,535.3584347865838,2,1,1,14,0
8,0,535.8158723344875,1,5,16,65,8
5,0,704.3091117683645,3,6,10,35,12
14,0,401.06588028345067,6,4,10,30,1
7,0,545.235743198039,1,0,3,13,2
15,0,707.2471747312932,2,1,9,28,5
7,0,534.0,1,3,1,17,0
7,0,533.0025400276315,2,1,1,13,0
10,0,378.7846498584354,1,5,9,33,2
7,0,553.4103370641635,2,0,1,6,1
8,0,552.9095353513991,2,3,9,40,5
7,0,533.4106574901289,1,0,1,8,1
8,0,540.4855764316004,1,1,9,46,8
9,0,536.507011936099,0,0,1,10,0
7,0,553.2634147804514,2,1,1,6,1
7,0,529.7430117034418,2,0,1,6,0
7,0,551.0159465776982,2,4,11,36,3
7,0,528.0,1,2,1,11,0
8,0,600.0,2,0,13,23,3
8,0,535.450628025368,2,1,3,13,2
12,0,275.9331621156643,2,0,11,35,9
9,0,737.887848937421,1,4,9,26,2
9,0,465.05977874431017,0,0,3,15,3
8,0,538.9444999527591,5,4,15,23,13
8,0,709.1887551481608,2,4,9,32,4
8,0,538.5426002627754,3,2,15,50,4
10,1,219.5337699834313,6,5,11,46,12
7,0,556.1957950456662,0,0,1,13,0
7,0,559.955997456268,2,0,1,12,0
12,0,236.76949271170562,2,2,1,8,0
8,0,538.0,1,4,17,45,19
7,0,565.2795928506615,2,0,1,11,0
7,0,562.6726247218605,0,0,9,26,10
12,0,393.9215203971234,3,4,10,52,6
7,0,548.5834041867015,2,5,1,11,0
7,0,662.5184392682233,1,1,9,44,4
8,0,581.2652189860617,2,2,9,39,6
7,0,612.214693146323,2,2,2,16,2
8,0,551.6850565034022,2,0,9,42,3
8,0,599.9178706103648,0,0,8,34,8
7,0,547.056941691536,5,5,1,7,0
8,0,594.9119479503727,0,0,9,41,4
8,0,475.24619532645715,0,0,3,19,3
8,0,538.6772614119789,1,3,9,47,2
8,0,600.9691561498753,0,0,9,33,9
7,0,613.1086249528024,1,2,10,42,10
7,0,555.1595762472888,7,4,1,7,0
3,1,223.06272014940504,2,10,11,39,13
8,0,526.2205414751867,4,2,15,52,4
8,0,544.4579438275615,1,2,11,24,11
8,0,539.0,2,1,15,52,15
13,0,159.1789792000837,4,6,14,59,10
10,0,421.0470025602712,1,0,9,35,2
13,0,447.83420078497227,4,3,9,29,1
8,0,563.3494993436108,2,1,16,60,15
7,0,552.2759120920499,2,3,1,14,1
13,0,365.62522583675246,1,1,9,28,0
9,0,382.1161749947435,6,5,1,10,3
7,0,554.0,6,8,0,6,0
10,0,421.6381153208084,1,0,9,35,1
9,0,538.0,2,5,1,9,0
7,0,672.7907119279686,0,0,10,22,3
8,0,442.2785843983851,3,2,9,38,9
8,0,496.93908308462176,2,0,4,19,3
7,0,549.9096137596704,1,0,1,13,1
7,0,601.8785333346802,4,2,12,40,5
8,0,475.6121136351714,1,0,3,20,2
5,0,480.17288832465596,0,0,14,41,12
7,0,533.8880523655838,2,2,3,14,2
8,0,531.0243170435481,0,2,14,56,6
6,0,474.9061360216994,0,0,13,28,3
9,0,734.0,2,1,9,36,8
8,0,530.0859894422842,1,2,14,57,6
7,0,561.1219594941118,4,1,13,39,4
9,0,534.3123154867042,2,2,9,28,3
8,0,600.0,0,0,9,32,9
9,0,536.0,2,0,1,10,1
8,0,596.9087725645417,2,2,9,39,10
6,0,589.06426397469,0,0,12,34,6
10,0,328.4842360629175,0,0,9,40,8
7,0,1178.2250167523637,1,0,9,37,5
7,0,555.0,2,3,11,45,5
8,0,478.21980678102176,2,3,3,20,2
8,0,539.7899517327304,1,0,15,62,10
18,1,256.74804599934475,5,3,11,41,4
8,0,598.0,2,3,1,12,0
8,0,535.0,2,2,1,14,0
8,0,474.59626832122495,6,5,3,16,6
7,0,626.9855228217597,2,1,10,43,11
9,0,534.4160134330999,1,2,10,42,5
8,0,539.0,2,1,1,7,1
7,0,530.0,2,0,2,15,1
13,0,357.4835190133006,4,0,10,41,10
7,0,1057.2719192157913,1,0,14,35,6
7,0,554.1356861294532,2,2,1,16,0
12,0,277.4167905969063,0,0,9,30,9
8,0,535.4853355072738,1,5,16,65,8
7,0,476.34602268565754,0,0,14,30,3
7,0,555.6808337764058,3,1,1,8,1
8,0,541.1570532032788,1,3,15,59,7
7,0,524.1168733212803,5,10,1,8,0
7,0,524.0,7,9,1,9,0
8,0,544.9638104013726,1,0,1,14,0
7,0,566.0166054008052,2,1,1,13,0
8,0,546.7184155249887,0,0,13,18,14
7,0,617.8752674990632,1,3,9,45,14
8,0,699.0462816326191,2,4,10,26,4
7,1,679.5348023188928,2,3,11,40,5
8,0,587.4859281451014,1,0,9,39,7
7,0,554.5377599348458,1,0,1,11,0
7,0,561.2783677536116,3,0,1,14,1
12,0,372.39725568003576,3,0,9,32,1
8,0,537.1491454206155,3,1,1,9,0
8,0,559.4621519329387,6,6,9,36,5
12,0,399.49975853997427,2,1,11,42,6
11,0,257.2462252046721,2,2,11,37,12
7,0,545.667318483076,2,0,1,10,0
7,0,485.7238648628135,4,6,15,49,11
13,0,332.39796575765024,4,5,11,35,2
9,0,537.9947553866106,5,5,0,7,0
7,0,687.157851165854,2,4,9,29,0
7,0,524.0,7,8,1,9,0
8,0,535.759390851301,0,0,15,53,5
7,0,556.0134127487848,2,1,1,6,0
7,0,547.6556694196684,6,6,1,9,2
7,0,565.1197311647716,3,0,1,7,1
7,0,555.0025088424179,5,3,1,7,1
7,0,524.0,7,7,1,8,0
11,0,276.8283027578791,2,2,15,51,19
7,0,675.8833071288818,1,0,11,45,5
7,0,661.7281916640052,0,0,9,41,4
7,0,741.7891103202082,1,1,12,22,8
11,0,329.25333196193503,2,5,9,36,12
8,0,737.2082602075607,1,4,9,25,1
12,0,398.28915321017774,4,2,10,30,1
12,0,180.86145472643645,3,3,15,57,16
12,0,380.93983845532716,0,0,1,6,0
16,0,167.9096174489552,3,3,10,41,10
8,0,583.7874630860589,2,4,9,37,9
7,0,543.4036558108841,2,2,1,9,0
7,0,534.2618999478165,4,4,5,12,5
9,0,549.533120298852,2,5,1,9,1
13,1,221.63287530583034,7,13,11,44,9
12,0,225.44377967121855,4,3,1,10,1
7,0,605.1466466379213,7,5,9,35,1
0,1,860.5984833669751,7,11,9,30,0
8,0,593.9240587073206,1,2,1,10,1
8,0,556.531296743394,4,4,12,29,3
12,0,212.71934897491434,5,7,1,8,0
